date,close,company,price_change,volume_change,high_low_ratio,target,headline,news_count_log,volume_log,day_of_week,month,quarter,is_monday,is_friday,company_encoded
2024-12-09,245.18,Apple,0.0161,0.5062390587226162,0.0,1,Apple market update,0.6931471805599453,17.61434697038983,0,12,4,1,0,0
2024-12-10,246.2,Apple,0.0041,-0.48767921461517366,0.0,0,Apple market update,0.6931471805599453,17.42412313969831,1,12,4,0,0,0
2024-12-11,244.93,Apple,-0.0052,0.5338494773924974,0.0,1,Apple market update,0.6931471805599453,17.62673597727546,2,12,4,0,0,0
2024-12-12,246.39,Apple,0.006,-0.8343870153603754,0.0,1,Apple market update,0.6931471805599453,17.305252892864427,3,12,4,0,0,0
2024-12-13,246.55,Apple,0.0007,0.048269519766511525,0.0,1,Apple market update,0.6931471805599453,17.316713171314248,4,12,4,0,1,0
2024-12-16,249.45,Apple,0.0117,1.1091033867617588,0.0,1,Apple market update,0.6931471805599453,17.760867773493636,0,12,4,1,0,0
2024-12-17,251.87,Apple,0.0097,0.0012262890456106955,0.0,0,Apple market update,0.6931471805599453,17.754300140903144,1,12,4,0,0,0
2024-12-18,246.48,Apple,-0.0214,0.2774192509314097,0.0,1,Apple market update,0.6931471805599453,17.85459081139636,2,12,4,0,0,0
2024-12-19,248.2,Apple,0.007,0.19971338081921336,0.0,1,Apple market update,0.6931471805599453,17.924453066467066,3,12,4,0,0,0
2024-12-20,252.87,Apple,0.0188,2.057518403951639,0.0,1,Apple market update,0.6931471805599453,18.809306875609565,4,12,4,0,1,0
2024-12-23,253.65,Apple,0.0031,-2.824222507870398,0.0,1,Apple market update,0.6931471805599453,17.52563280282139,0,12,4,1,0,0
2024-12-24,256.56,Apple,0.0115,-1.441730075946382,0.0,1,Apple market update,0.6931471805599453,16.961157451901094,1,12,4,0,0,0
2024-12-26,257.38,Apple,0.0032,0.42541637814900174,0.0,0,Apple market update,0.6931471805599453,17.12009060920619,3,12,4,0,0,0
2024-12-27,253.97,Apple,-0.0132,1.1030537648895833,0.0,0,Apple market update,0.6931471805599453,17.561604142421523,4,12,4,0,1,0
2024-12-30,250.6,Apple,-0.0133,-0.4469957490148887,0.0,0,Apple market update,0.6931471805599453,17.386661690549982,0,12,4,1,0,0
2024-12-31,248.83,Apple,-0.0071,0.28843696887898906,0.0,0,Apple market update,0.6931471805599453,17.491322528197657,1,12,4,0,0,0
2025-01-02,242.3,Apple,-0.0262,0.8776140965664067,0.0,0,Apple market update,0.6931471805599453,17.836221156185857,3,1,1,0,0,0
2025-01-03,241.82,Apple,-0.002,-0.8455450682291168,0.0,1,Apple market update,0.6931471805599453,17.510473992081813,4,1,1,0,1,0
2025-01-06,243.44,Apple,0.0067,0.30892947617569777,0.0,0,Apple market update,0.6931471805599453,17.623185890192012,0,1,1,1,0,0
2025-01-07,240.67,Apple,-0.0114,-0.240349898117215,0.0,1,Apple market update,0.6931471805599453,17.525564271785825,1,1,1,0,0,0
2025-01-08,241.16,Apple,0.002,-0.19949355340852074,0.0,0,Apple market update,0.6931471805599453,17.443282956721927,2,1,1,0,0,0
2025-01-10,235.35,Apple,-0.0241,1.2242707765493295,0.0,0,Apple market update,0.6931471805599453,17.937971150741628,4,1,1,0,1,0
2025-01-13,232.91,Apple,-0.0103,-0.5615016491455286,0.0,0,Apple market update,0.6931471805599453,17.720120171985332,0,1,1,1,0,0
2025-01-14,231.8,Apple,-0.0048,-0.5934141225387521,0.0,1,Apple market update,0.6931471805599453,17.49017193759859,1,1,1,0,0,0
2025-01-15,236.36,Apple,0.0197,0.04464967639044833,0.0,0,Apple market update,0.6931471805599453,17.5001811924096,2,1,1,0,0,0
2025-01-16,226.81,Apple,-0.0404,1.43381190477937,3.469446951953614e-18,1,Apple market update,0.6931471805599453,18.08882524776566,3,1,1,0,0,0
2025-01-17,228.52,Apple,0.0075,-0.10477305189762018,0.0,0,Apple market update,0.6931471805599453,18.0421735003253,4,1,1,0,1,0
2025-01-21,221.23,Apple,-0.0319,0.9109872688230551,0.0,1,Apple market update,0.6931471805599453,18.401196156276225,1,1,1,0,0,0
2025-01-22,222.41,Apple,0.0053,-1.099584488311355,0.0,0,Apple market update,0.6931471805599453,17.976368268588665,2,1,1,0,0,0
2025-01-23,222.24,Apple,-0.0008,-0.14711705383196566,0.0,0,Apple market update,0.6931471805599453,17.913760832950565,3,1,1,0,0,0
2025-01-24,221.37,Apple,-0.0039,-0.2371149932646792,0.0,1,Apple market update,0.6931471805599453,17.817335893712624,4,1,1,0,1,0
2025-01-27,228.4,Apple,0.0318,1.3497057379453696,0.0,1,Apple market update,0.6931471805599453,18.36794853060677,0,1,1,1,0,0
2025-01-28,236.75,Apple,0.0365,-0.581740993249415,0.0,1,Apple market update,0.6931471805599453,18.142389122878207,1,1,1,0,0,0
2025-01-29,237.84,Apple,0.0046,-1.3096216393167386,0.0,0,Apple market update,0.6931471805599453,17.63291736472747,2,1,1,0,0,0
2025-01-30,236.08,Apple,-0.0074,0.5318328840675288,0.0,0,Apple market update,0.6931471805599453,17.834741788982406,3,1,1,0,0,0
2025-01-31,234.5,Apple,-0.0067,1.4488867687819538,3.469446951953614e-18,0,Apple market update,0.6931471805599453,18.43023298567758,4,1,1,0,1,0
2025-02-03,226.56,Apple,-0.0339,-0.8394217799924383,0.0,1,Apple market update,0.6931471805599453,18.10683676035289,0,2,1,1,0,0
2025-02-04,231.32,Apple,0.021,-1.245222520807603,0.0,0,Apple market update,0.6931471805599453,17.623667508249756,1,2,1,0,0,0
2025-02-05,230.99,Apple,-0.0014,-0.32381621412405825,0.0,1,Apple market update,0.6931471805599453,17.494852196378964,2,2,1,0,0,0
2025-02-06,231.74,Apple,0.0032,-0.7275220546119644,0.0,0,Apple market update,0.6931471805599453,17.214214867837256,3,2,1,0,0,0
2025-02-07,226.18,Apple,-0.024,0.7295271309798405,0.0,1,Apple market update,0.6931471805599453,17.497043114599506,4,2,1,0,1,0
2025-02-10,226.45,Apple,0.0012,-0.4645440129833663,0.0,1,Apple market update,0.6931471805599453,17.31551505861166,0,2,1,1,0,0
2025-02-11,231.4,Apple,0.0218,1.199401513885682,0.0,1,Apple market update,0.6931471805599453,17.79926616372583,1,2,1,0,0,0
2025-02-12,235.63,Apple,0.0183,-0.43842054417426957,0.0,1,Apple market update,0.6931471805599453,17.62756517295169,2,2,1,0,0,0
2025-02-13,240.26,Apple,0.0197,0.4523168272748252,0.0,1,Apple market update,0.6931471805599453,17.797322669800195,3,2,1,0,0,0
2025-02-14,243.31,Apple,0.0127,-0.7014973099999897,0.0,0,Apple market update,0.6931471805599453,17.52654773161337,4,2,1,0,1,0
2025-02-18,243.19,Apple,-0.0005,0.4707379657670601,0.0,1,Apple market update,0.6931471805599453,17.703701850621435,1,2,1,0,0,0
2025-02-19,243.58,Apple,0.0016,-1.0776635249017428,0.0,1,Apple market update,0.6931471805599453,17.28760746784322,2,2,1,0,0,0
2025-02-20,244.54,Apple,0.0039,0.027496547736270645,0.0,0,Apple market update,0.6931471805599453,17.291100902118927,3,2,1,0,0,0
2025-02-21,244.26,Apple,-0.0011,1.2326654012993095,0.0,1,Apple market update,0.6931471805599453,17.78952009973505,4,2,1,0,1,0
2025-02-24,245.8,Apple,0.0063,-0.07606653617234177,0.0,0,Apple market update,0.6931471805599453,17.753715817135788,0,2,1,1,0,0
2025-02-25,245.74,Apple,-0.0002,-0.15789741911635885,0.0,0,Apple market update,0.6931471805599453,17.686988634652565,1,2,1,0,0,0
2025-02-26,239.1,Apple,-0.027,-0.18679405039341895,0.0,0,Apple market update,0.6931471805599453,17.609506520468685,2,2,1,0,0,0
2025-02-27,236.05,Apple,-0.0127,-0.18449228531630582,0.0,1,Apple market update,0.6931471805599453,17.532821990371655,3,2,1,0,0,0
2025-02-28,240.57,Apple,0.0191,0.8252600516876804,3.469446951953614e-18,0,Apple market update,0.6931471805599453,17.855634756634863,4,2,1,0,1,0
2025-03-03,236.78,Apple,-0.0158,-0.476731219059952,0.0,0,Apple market update,0.6931471805599453,17.66956543123082,0,3,1,1,0,0
2025-03-04,234.69,Apple,-0.0088,0.3557033702518989,0.0,0,Apple market update,0.6931471805599453,17.800748727111277,1,3,1,0,0,0
2025-03-05,234.5,Apple,-0.0008,-0.3274675014651451,0.0,0,Apple market update,0.6931471805599453,17.670489046595367,2,3,1,0,0,0
2025-03-06,234.09,Apple,-0.0017,-0.09922362915167697,0.0,1,Apple market update,0.6931471805599453,17.625952585164992,3,3,1,0,0,0
2025-03-07,237.81,Apple,0.0159,0.08132063404703062,0.0,0,Apple market update,0.6931471805599453,17.65008218365997,4,3,1,0,1,0
2025-03-10,226.28,Apple,-0.0485,1.1065975159247536,3.469446951953614e-18,0,Apple market update,0.6931471805599453,18.093165091115875,0,3,1,1,0,0
2025-03-11,219.68,Apple,-0.0292,0.161026491751766,0.0,0,Apple market update,0.6931471805599453,18.148050173846933,1,3,1,0,0,0
2025-03-12,215.84,Apple,-0.0175,-0.504827519270414,0.0,0,Apple market update,0.6931471805599453,17.95143684204072,2,3,1,0,0,0
2025-03-13,208.58,Apple,-0.0336,-0.03182249338251814,0.0,1,Apple market update,0.6931471805599453,17.93240398944564,3,3,1,0,0,0
2025-03-14,212.37,Apple,0.0182,-0.03612514602977873,0.0,1,Apple market update,0.6931471805599453,17.911646864054216,4,3,1,0,1,0
2025-03-17,212.88,Apple,0.0024,-0.5760870819302824,0.0,0,Apple market update,0.6931471805599453,17.688239588355554,0,3,1,1,0,0
2025-03-18,211.57,Apple,-0.0061,-0.3128927709228825,0.0,1,Apple market update,0.6931471805599453,17.563422802897797,1,3,1,0,0,0
2025-03-19,214.11,Apple,0.012,0.6455726710206573,0.0,0,Apple market update,0.6931471805599453,17.81160631183953,2,3,1,0,0,0
2025-03-20,212.97,Apple,-0.0053,-0.26548958532272854,0.0,1,Apple market update,0.6931471805599453,17.704528995752153,3,3,1,0,0,0
2025-03-21,217.12,Apple,0.0195,1.5798137980915896,0.0,1,Apple market update,0.6931471805599453,18.360164001941694,4,3,1,0,1,0
2025-03-24,219.57,Apple,0.0113,-1.8697620104995603,0.0,1,Apple market update,0.6931471805599453,17.60648397084357,0,3,1,1,0,0
2025-03-25,222.57,Apple,0.0137,-0.6473389560478938,0.0,0,Apple market update,0.6931471805599453,17.3562843865375,1,3,1,0,0,0
2025-03-26,220.37,Apple,-0.0099,0.01624203612006442,0.0,1,Apple market update,0.6931471805599453,17.355486819243552,2,3,1,0,0,0
2025-03-27,222.67,Apple,0.0105,0.20902984719701664,0.0,0,Apple market update,0.6931471805599453,17.42898738298698,3,3,1,0,0,0
2025-03-28,216.75,Apple,-0.0266,0.20210640656024065,0.0,1,Apple market update,0.6931471805599453,17.4998447228842,4,3,1,0,1,0
2025-03-31,220.96,Apple,0.0194,1.2241328221941103,3.469446951953614e-18,1,Apple market update,0.6931471805599453,17.994491889748325,0,3,1,1,0,0
2025-04-01,222.02,Apple,0.0048,-1.488319237574856,0.0,1,Apple market update,0.6931471805599453,17.410428200316982,1,4,2,0,0,0
2025-04-02,222.71,Apple,0.0031,-0.018433159448492078,0.0,0,Apple market update,0.6931471805599453,17.396412213209757,2,4,2,0,0,0
2025-04-03,202.12,Apple,-0.0925,2.397196727678735,0.0,0,Apple market update,0.6931471805599453,18.454299265245393,3,4,2,0,0,0
2025-04-04,187.39,Apple,-0.0729,0.5194851616069303,3.469446951953614e-18,0,Apple market update,0.6931471805599453,18.651085079857292,4,4,2,0,1,0
2025-04-07,180.51,Apple,-0.0367,0.6316530526612674,3.469446951953614e-18,0,Apple market update,0.6931471805599453,18.893594515872287,0,4,2,1,0,0
2025-04-08,171.51,Apple,-0.0498,-0.7348455896988009,3.469446951953614e-18,1,Apple market update,0.6931471805599453,18.610139280145162,1,4,2,0,0,0
2025-04-09,197.8,Apple,0.1533,1.0590582575931624,3.469446951953614e-18,0,Apple market update,0.6931471805599453,19.032595639989378,2,4,2,0,0,0
2025-04-10,189.42,Apple,-0.0424,-1.0722978946095043,3.469446951953614e-18,1,Apple market update,0.6931471805599453,18.618547520286572,3,4,2,0,0,0
2025-04-11,197.11,Apple,0.0406,-0.8621670385129514,3.469446951953614e-18,1,Apple market update,0.6931471805599453,18.286416522874653,4,4,2,0,1,0
2025-04-14,201.46,Apple,0.0221,0.3972693801957167,3.469446951953614e-18,0,Apple market update,0.6931471805599453,18.434119054034284,0,4,2,1,0,0
2025-04-15,201.08,Apple,-0.0019,-1.708405787984605,0.0,0,Apple market update,0.6931471805599453,17.754056714159148,1,4,2,0,0,0
2025-04-16,193.25,Apple,-0.0389,0.4063383966551589,3.469446951953614e-18,1,Apple market update,0.6931471805599453,17.905385161456255,2,4,2,0,0,0
2025-04-17,195.94,Apple,0.0139,-0.3415111081683207,0.0,0,Apple market update,0.6931471805599453,17.76991659805526,3,4,2,0,0,0
2025-04-21,192.14,Apple,-0.0194,-0.27263364607169327,0.0,1,Apple market update,0.6931471805599453,17.66016439441537,0,4,2,1,0,0
2025-04-22,198.69,Apple,0.0341,0.3406080483822348,0.0,1,Apple market update,0.6931471805599453,17.785357108205936,1,4,2,0,0,0
2025-04-23,203.52,Apple,0.0243,0.015979555753921893,0.0,1,Apple market update,0.6931471805599453,17.784465748311202,2,4,2,0,0,0
2025-04-24,207.27,Apple,0.0184,-0.27920010561973585,0.0,1,Apple market update,0.6931471805599453,17.672253405700978,3,4,2,0,0,0
2025-04-25,208.18,Apple,0.0044,-0.5492904256666689,0.0,1,Apple market update,0.6931471805599453,17.45892969904584,4,4,2,0,1,0
2025-04-28,209.04,Apple,0.0041,0.053687107323992865,0.0,1,Apple market update,0.6931471805599453,17.47246325920318,0,4,2,1,0,0
2025-04-29,210.1,Apple,0.0051,-0.1153549716410444,0.0,1,Apple market update,0.6931471805599453,17.42175814918325,1,4,2,0,0,0
2025-04-30,211.38,Apple,0.0061,0.8909704027271709,0.0,1,Apple market update,0.6931471805599453,17.772248788645218,2,4,2,0,0,0
2025-05-01,212.2,Apple,0.0039,0.25798801493673296,0.0,0,Apple market update,0.6931471805599453,17.864957139135488,3,5,2,0,0,0
2025-05-02,204.27,Apple,-0.0374,1.3833697638036273,0.0,0,Apple market update,0.6931471805599453,18.430736029693616,4,5,2,0,1,0
2025-05-05,197.84,Apple,-0.0315,-0.9878107609264393,0.0,0,Apple market update,0.6931471805599453,18.049885157055776,0,5,2,1,0,0
2025-05-06,197.47,Apple,-0.0019,-0.7738221946735095,0.0,0,Apple market update,0.6931471805599453,17.75157232324328,1,5,2,0,0,0
2025-05-07,195.22,Apple,-0.0114,0.7499370936253897,0.0,1,Apple market update,0.6931471805599453,18.042879940774945,2,5,2,0,0,0
2025-05-08,196.45,Apple,0.0063,-0.7936564156632628,0.0,1,Apple market update,0.6931471805599453,17.737066004961825,3,5,2,0,0,0
2025-05-09,197.49,Apple,0.0053,-0.844824132175843,0.0,1,Apple market update,0.6931471805599453,17.41155903401197,4,5,2,0,1,0
2025-05-12,209.96,Apple,0.0631,1.3690958879717943,0.0,1,Apple market update,0.6931471805599453,17.970884381693754,0,5,2,1,0,0
2025-05-13,212.09,Apple,0.0102,-0.529592794653665,0.0,0,Apple market update,0.6931471805599453,17.76500854209919,1,5,2,0,0,0
2025-05-14,211.49,Apple,-0.0028,-0.1164717574469422,0.0,0,Apple market update,0.6931471805599453,17.713957848970697,2,5,2,0,0,0
2025-05-15,210.61,Apple,-0.0041,-0.22304850364786186,0.0,0,Apple market update,0.6931471805599453,17.622828410715133,3,5,2,0,0,0
2025-05-16,210.43,Apple,-0.0009,0.5156227365397541,0.0,0,Apple market update,0.6931471805599453,17.818066915938445,4,5,2,0,1,0
2025-05-19,207.96,Apple,-0.0117,-0.43620157483100236,0.0,0,Apple market update,0.6931471805599453,17.64720166890841,0,5,2,1,0,0
2025-05-20,206.04,Apple,-0.0092,-0.19949355340852074,0.0,0,Apple market update,0.6931471805599453,17.56493465422577,1,5,2,0,0,0
2025-05-21,201.29,Apple,-0.0231,0.8463477710883415,0.0,0,Apple market update,0.6931471805599453,17.89663142120463,2,5,2,0,0,0
2025-05-22,200.56,Apple,-0.0036,-0.610838468916498,0.0,0,Apple market update,0.6931471805599453,17.660162255032482,3,5,2,0,0,0
2025-05-23,194.5,Apple,-0.0302,1.2759167066582797,0.0,1,Apple market update,0.6931471805599453,18.177754052902092,4,5,2,0,1,0
2025-05-27,199.42,Apple,0.0253,-0.8610806334222667,0.0,1,Apple market update,0.6931471805599453,17.84600082713359,1,5,2,0,0,0
2025-05-28,199.63,Apple,0.001,-0.5572056211745001,0.0,0,Apple market update,0.6931471805599453,17.629693608403475,2,5,2,0,0,0
2025-05-29,199.16,Apple,-0.0023,0.34105370514150346,0.0,1,Apple market update,0.6931471805599453,17.755086491134485,3,5,2,0,0,0
2025-05-30,200.06,Apple,0.0045,0.8199067655898008,0.0,1,Apple market update,0.6931471805599453,18.07565060673686,4,5,2,0,1,0
2025-06-02,200.9,Apple,0.0042,-1.736726976260078,0.0,1,Apple market update,0.6931471805599453,17.38288038191099,0,6,2,1,0,0
2025-06-03,202.47,Apple,0.0078,0.6974693835144932,0.0,0,Apple market update,0.6931471805599453,17.652413408385193,1,6,2,0,0,0
2025-06-04,202.02,Apple,-0.0022,-0.14485387872732627,0.0,0,Apple market update,0.6931471805599453,17.590659470164063,2,6,2,0,0,0
2025-06-05,199.84,Apple,-0.0108,0.612029416649228,0.0,1,Apple market update,0.6931471805599453,17.825133864320946,3,6,2,0,0,0
2025-06-06,203.11,Apple,0.0164,-0.4279749370607871,0.0,0,Apple market update,0.6931471805599453,17.657276342953086,4,6,2,0,1,0
2025-06-09,200.65,Apple,-0.0121,1.115132393080381,0.0,1,Apple market update,0.6931471805599453,18.10408604750757,0,6,2,1,0,0
2025-06-10,201.87,Apple,0.0061,-0.7446352406479939,0.0,0,Apple market update,0.6931471805599453,17.816873246106756,1,6,2,0,0,0
2025-06-11,197.99,Apple,-0.0192,0.30030326782236183,0.0,1,Apple market update,0.6931471805599453,17.9262188510544,2,6,2,0,0,0
2025-06-12,198.41,Apple,0.0021,-0.8531237415523049,0.0,0,Apple market update,0.6931471805599453,17.59752967893173,3,6,2,0,0,0
2025-06-13,195.67,Apple,-0.0138,0.4243495723128113,0.0,1,Apple market update,0.6931471805599453,17.75606856017056,4,6,2,0,1,0
2025-06-16,197.64,Apple,0.01,-0.45751178181155455,0.0,0,Apple market update,0.6931471805599453,17.57719197641773,0,6,2,1,0,0
2025-06-17,194.87,Apple,-0.014,-0.25155757116815336,0.0,1,Apple market update,0.6931471805599453,17.4753782359406,1,6,2,0,0,0
2025-06-18,195.8,Apple,0.0048,0.4168653486469373,0.0,1,Apple market update,0.6931471805599453,17.63090593813782,2,6,2,0,0,0
2025-06-20,200.21,Apple,0.0225,1.795898710524828,0.0,1,Apple market update,0.6931471805599453,18.388297015661827,4,6,2,0,1,0
2025-06-23,200.7,Apple,0.0025,-1.4092710001836835,0.0,0,Apple market update,0.6931471805599453,17.837540684837364,0,6,2,1,0,0
2025-06-24,199.51,Apple,-0.006,-0.06567045772879385,0.0,1,Apple market update,0.6931471805599453,17.805679106432805,1,6,2,0,0,0
2025-06-25,200.76,Apple,0.0063,-0.812890658548393,0.0,0,Apple market update,0.6931471805599453,17.49246167651291,2,6,2,0,0,0
2025-06-26,200.21,Apple,-0.0028,0.6522100115118219,0.0,1,Apple market update,0.6931471805599453,17.743389215541725,3,6,2,0,0,0
2025-06-27,200.29,Apple,0.0004,0.9254075813931361,0.0,1,Apple market update,0.6931471805599453,18.108550242761577,4,6,2,0,1,0
2025-06-30,204.36,Apple,0.0203,0.5957138014149955,0.0,1,Apple market update,0.6931471805599453,18.336350870335053,0,6,2,1,0,0
2025-07-01,207.0,Apple,0.0129,-0.39125202606217097,0.0,1,Apple market update,0.6931471805599453,18.18228269465397,1,7,3,0,0,0
2025-07-02,211.6,Apple,0.0222,-0.37539642180848776,0.0,1,Apple market update,0.6931471805599453,18.034162029029495,2,7,3,0,0,0
2025-07-03,212.71,Apple,0.0052,-1.67366347336435,0.0,0,Apple market update,0.6931471805599453,17.36959499284233,3,7,3,0,0,0
2025-07-07,209.12,Apple,-0.0169,0.9191946937966818,0.0,1,Apple market update,0.6931471805599453,17.73210312701561,0,7,3,1,0,0
2025-07-08,209.18,Apple,0.0003,-0.4040654812194135,0.0,1,Apple market update,0.6931471805599453,17.57319055507122,1,7,3,0,0,0
2025-07-09,210.31,Apple,0.0054,0.35016723683429785,0.0,1,Apple market update,0.6931471805599453,17.702203468153154,2,7,3,0,0,0
2025-07-10,211.57,Apple,0.006,-0.2265575847170448,0.0,0,Apple market update,0.6931471805599453,17.60973155005596,3,7,3,0,0,0
2025-07-11,210.33,Apple,-0.0059,-0.27681033846656333,0.0,0,Apple market update,0.6931471805599453,17.498517829512632,4,7,3,0,1,0
2025-07-14,207.8,Apple,-0.012,-0.043675884243450015,0.0,1,Apple market update,0.6931471805599453,17.474963801795965,0,7,3,1,0,0
2025-07-15,208.28,Apple,0.0023,0.23906696481077178,0.0,1,Apple market update,0.6931471805599453,17.5602101933843,1,7,3,0,0,0
2025-07-16,209.33,Apple,0.005,0.31684110132599497,0.0,0,Apple market update,0.6931471805599453,17.676040270059044,2,7,3,0,0,0
2025-07-17,209.19,Apple,-0.0007,0.05007700337249087,0.0,1,Apple market update,0.6931471805599453,17.6881293342011,3,7,3,0,0,0
2025-07-18,210.35,Apple,0.0055,0.0672955170108446,0.0,1,Apple market update,0.6931471805599453,17.70681237474791,4,7,3,0,1,0
2025-07-21,211.64,Apple,0.0062,0.1431220105329999,0.0,1,Apple market update,0.6931471805599453,17.754708964481825,0,7,3,1,0,0
2025-07-22,213.55,Apple,0.009,-0.25155757116815336,0.0,0,Apple market update,0.6931471805599453,17.65289839691157,1,7,3,0,0,0
2025-07-23,213.3,Apple,-0.0012,0.05110912276180139,0.0,0,Apple market update,0.6931471805599453,17.66543049546293,2,7,3,0,0,0
2025-07-24,212.92,Apple,-0.0018,-0.03639435284223548,0.0,1,Apple market update,0.6931471805599453,17.644643159879184,3,7,3,0,0,0
2025-07-25,213.03,Apple,0.0006,-0.3363123907052288,0.0,1,Apple market update,0.6931471805599453,17.51108755835905,4,7,3,0,1,0
2025-07-28,213.2,Apple,0.0008,-0.14485387872732627,0.0,0,Apple market update,0.6931471805599453,17.449352902562797,0,7,3,1,0,0
2025-07-29,210.44,Apple,-0.013,0.7851657327790376,0.0,0,Apple market update,0.6931471805599453,17.755376350432392,1,7,3,0,0,0
2025-07-30,208.22,Apple,-0.0105,-0.3050319756701413,0.0,0,Apple market update,0.6931471805599453,17.633497593437813,2,7,3,0,0,0
2025-07-31,206.75,Apple,-0.0071,1.3987722672704928,0.0,0,Apple market update,0.6931471805599453,18.20622931891748,3,7,3,0,0,0
2025-08-01,201.58,Apple,-0.025,0.6689826474321162,3.469446951953614e-18,1,Apple market update,0.6931471805599453,18.464070648168505,4,8,3,0,1,0
2025-08-04,202.55,Apple,0.0048,-0.8556535560095576,0.0,0,Apple market update,0.6931471805599453,18.134454957268204,0,8,3,1,0,0
2025-08-05,202.12,Apple,-0.0021,-1.362244557627703,0.0,1,Apple market update,0.6931471805599453,17.603219016279095,1,8,3,0,0,0
2025-08-06,212.41,Apple,0.0509,2.085773070483184,3.469446951953614e-18,1,Apple market update,0.6931471805599453,18.502104967662245,2,8,3,0,0,0
2025-08-07,219.16,Apple,0.0318,-0.4719143302649647,0.0,1,Apple market update,0.6931471805599453,18.317814902893577,3,8,3,0,0,0
2025-08-08,228.44,Apple,0.0424,0.6075760676689007,3.469446951953614e-18,0,Apple market update,0.6931471805599453,18.550427492588195,4,8,3,0,1,0
2025-08-11,226.54,Apple,-0.0083,-1.5507384901217456,0.0,1,Apple market update,0.6931471805599453,17.939512639238103,0,8,3,1,0,0
2025-08-12,229.0,Apple,0.0109,-0.261034794940324,0.0,1,Apple market update,0.6931471805599453,17.83416488922883,1,8,3,0,0,0
2025-08-13,232.67,Apple,0.016,0.5964939447263442,0.0,0,Apple market update,0.6931471805599453,18.062268591941095,2,8,3,0,0,0
2025-08-14,232.12,Apple,-0.0024,-0.7706452164838797,0.0,0,Apple market update,0.6931471805599453,17.76514338360024,3,8,3,0,0,0
2025-08-15,230.94,Apple,-0.0051,0.21640403776302158,0.0,0,Apple market update,0.6931471805599453,17.841553099292902,4,8,3,0,1,0
2025-08-18,230.24,Apple,-0.003,-1.042536833141382,0.0,0,Apple market update,0.6931471805599453,17.43921664947143,0,8,3,1,0,0
2025-08-19,229.91,Apple,-0.0014,0.14878055585481129,0.0,0,Apple market update,0.6931471805599453,17.48934238731768,1,8,3,0,0,0
2025-08-20,225.37,Apple,-0.0197,0.20019221765145545,0.0,0,Apple market update,0.6931471805599453,17.559443875404465,2,8,3,0,0,0
2025-08-21,224.27,Apple,-0.0049,-0.8365438932775843,0.0,1,Apple market update,0.6931471805599453,17.237203170154864,3,8,3,0,0,0
2025-08-22,227.12,Apple,0.0127,0.8359199732052056,0.0,0,Apple market update,0.6931471805599453,17.564492168021353,4,8,3,0,1,0
2025-08-25,226.52,Apple,-0.0026,-0.8189679292189451,0.0,1,Apple market update,0.6931471805599453,17.24895248478031,0,8,3,1,0,0
2025-08-26,228.66,Apple,0.0095,1.3841243424246434,0.0,1,Apple market update,0.6931471805599453,17.815088311062794,1,8,3,0,0,0
2025-08-27,229.84,Apple,0.0051,-1.4246395482433136,0.0,1,Apple market update,0.6931471805599453,17.25783391993832,2,8,3,0,0,0
2025-08-28,231.9,Apple,0.009,0.5205002889177103,0.0,0,Apple market update,0.6931471805599453,17.455060603792802,3,8,3,0,0,0
2025-08-29,231.49,Apple,-0.0018,0.1088291919366041,0.0,0,Apple market update,0.6931471805599453,17.489743295700237,4,8,3,0,1,0
2025-09-02,229.07,Apple,-0.0104,0.3062095225307586,0.0,1,Apple market update,0.6931471805599453,17.601416922003228,1,9,3,0,0,0
2025-09-03,237.8,Apple,0.0381,1.0306519072478586,0.0,1,Apple market update,0.6931471805599453,18.0116262165796,2,9,3,0,0,0
2025-09-04,239.1,Apple,0.0055,-0.8679667715919938,0.0,0,Apple market update,0.6931471805599453,17.677279749610292,3,9,3,0,0,0
2025-09-05,239.01,Apple,-0.0004,0.3859817965920661,0.0,0,Apple market update,0.6931471805599453,17.820484617191433,4,9,3,0,1,0
2025-09-08,237.21,Apple,-0.0076,-0.28189127694340793,0.0,0,Apple market update,0.6931471805599453,17.707320672349578,0,9,3,1,0,0
2025-09-09,233.69,Apple,-0.0148,0.7770410190661748,0.0,0,Apple market update,0.6931471805599453,18.009910101353753,1,9,3,0,0,0
2025-09-10,226.15,Apple,-0.0323,0.6005844130200052,0.0,1,Apple market update,0.6931471805599453,18.239647968323084,2,9,3,0,0,0
2025-09-11,229.38,Apple,0.0143,-1.305973655795764,0.0,1,Apple market update,0.6931471805599453,17.731696904647205,3,9,3,0,0,0
2025-09-12,233.41,Apple,0.0176,0.29186733191654346,0.0,1,Apple market update,0.6931471805599453,17.837718043004102,4,9,3,0,1,0
2025-09-15,236.03,Apple,0.0112,-0.6942469538192572,0.0,1,Apple market update,0.6931471805599453,17.5696977919479,0,9,3,1,0,0
2025-09-16,237.48,Apple,0.0061,0.9967735052827318,0.0,1,Apple market update,0.6931471805599453,17.9653071873779,1,9,3,0,0,0
2025-09-17,238.32,Apple,0.0035,-0.8050416307745173,0.0,0,Apple market update,0.6931471805599453,17.655134920272314,2,9,3,0,0,0
2025-09-18,237.21,Apple,-0.0046,-0.11312305736739629,0.0,1,Apple market update,0.6931471805599453,17.60535691242841,3,9,3,0,0,0
2025-09-19,244.81,Apple,0.032,2.8589442870828017,0.0,1,Apple market update,0.6931471805599453,18.913798307404402,4,9,3,0,1,0
