date,volume_change,high_low_ratio,target,headline,volume_log,day_of_week,month,quarter,is_monday,is_friday,company_encoded,news_count_log2,close_norm,price_change_norm
2023-10-18,-0.112565424031973,0.0,0,Apple market update,17.818550924037513,2,10,4,0,0,0,0.5265890341390445,-0.9510286704797054,-0.530458864110095
2023-10-19,0.2246967647457675,0.0,0,Apple market update,17.898168783513363,3,10,4,0,0,0,0.5265890341390445,-0.9599364855084402,-0.20981396466734306
2023-10-20,0.2256422893177731,0.0,1,Apple market update,17.97819890773058,4,10,4,0,1,0,0.5265890341390445,-1.0213281836794552,-0.9805949729431891
2023-10-23,-0.3473335015572876,0.0,1,Apple market update,17.840506846265747,0,10,4,1,0,0,0.5265890341390445,-1.0184391625890545,-0.030992770747346767
2023-10-24,-0.6334327286012031,0.0,0,Apple market update,17.595523321802236,1,10,4,0,0,0,0.5265890341390445,-1.0080868370151184,0.07999969444437507
2023-10-25,0.6883934137123139,0.0,0,Apple market update,17.861312442889542,2,10,4,0,0,0,0.5265890341390445,-1.0637004930053318,-0.9065999961487079
2023-10-26,0.5558918653943156,0.0,1,Apple market update,18.0728990093687,3,10,4,0,0,0,0.5265890341390445,-1.1638532241392223,-1.5910535314976595
2023-10-27,-0.4828441319325961,0.0,1,Apple market update,17.884521944562636,4,10,4,0,1,0,0.5265890341390445,-1.1320739921448149,0.4191433380857474
2023-10-30,-0.3393692256581617,0.0,1,Apple market update,17.749901544411973,0,10,4,1,0,0,0.5265890341390445,-1.0829606336080033,0.6842920049326385
2023-10-31,-0.3299045109823269,0.0,1,Apple market update,17.618744978614146,1,10,4,0,0,0,0.5265890341390445,-1.0714045492464008,0.09849843864299539
2023-11-01,0.6224438961412706,0.0,1,Apple market update,17.857419085400355,2,11,4,0,0,0,0.5265890341390445,-0.9953269938658488,1.0789318811698716
2023-11-02,0.7856943641558303,0.0,0,Apple market update,18.163654619230662,3,11,4,0,0,0,0.5265890341390445,-0.9098601199414953,1.202256842494007
2023-11-03,0.1012956581254272,0.0,1,Apple market update,18.19539992280326,4,11,4,0,1,0,0.5265890341390445,-0.9317685298770338,-0.3948014066535461
2023-11-06,-0.5764193773900674,0.0,1,Apple market update,17.971910889970857,0,11,4,1,0,0,0.5265890341390445,-0.8703768317060189,0.8261157104553942
2023-11-07,0.2758073119447231,0.0,1,Apple market update,18.071548723362724,1,11,4,0,0,0,0.5265890341390445,-0.8087443817774708,0.8199494623891874
2023-11-08,-0.9272183983616648,0.0,0,Apple market update,17.71425176957383,2,11,4,0,0,0,0.5265890341390445,-0.783465447236465,0.2896521286954052
